code_article,code_site,date,ventes
1574,Site1,2026-06-08,1625.0
1574,Site1,2026-06-15,1625.0
1574,Site1,2026-06-22,1625.0
1574,Site1,2026-06-29,1625.0
1574,Site1,2026-07-06,1300.0
1574,Site1,2026-07-13,1300.0
1574,Site1,2026-07-20,1300.0
1574,Site1,2026-07-27,1300.0
1574,Site1,2026-08-03,1250.0
1574,Site1,2026-08-10,1250.0
1574,Site1,2026-08-17,1250.0
1574,Site1,2026-08-24,1250.0
1574,Site1,2026-08-31,1250.0
1574,Site1,2026-09-07,1300.0
1574,Site1,2026-09-14,1300.0
1574,Site1,2026-09-21,1300.0
1574,Site1,2026-09-28,1300.0
1574,Site1,2026-10-05,1625.0
1574,Site1,2026-10-12,1625.0
1574,Site1,2026-10-19,1625.0
1574,Site1,2026-10-26,1625.0
1574,Site1,2026-11-02,1625.0
1574,Site1,2026-11-09,1625.0
1574,Site1,2026-11-16,1625.0
1574,Site1,2026-11-23,1625.0
1574,Site1,2026-11-30,1625.0
1574,Site1,2026-12-07,1300.0
1574,Site1,2026-12-14,1300.0
1574,Site1,2026-12-21,1300.0
1574,Site1,2026-12-28,1300.0
1575,Site1,2026-02-09,475.0
1575,Site1,2026-02-16,475.0
1575,Site1,2026-02-23,475.0
1575,Site1,2026-03-02,500.0
1575,Site1,2026-03-09,500.0
1575,Site1,2026-03-16,500.0
1575,Site1,2026-03-23,500.0
1575,Site1,2026-03-30,500.0
1575,Site1,2026-04-06,400.0
1575,Site1,2026-04-13,400.0
1575,Site1,2026-04-20,400.0
1575,Site1,2026-04-27,400.0
1575,Site1,2026-05-04,500.0
1575,Site1,2026-05-11,500.0
1575,Site1,2026-05-18,500.0
1575,Site1,2026-05-25,500.0
1575,Site1,2026-06-01,500.0
1575,Site1,2026-06-08,500.0
1575,Site1,2026-06-15,500.0
1575,Site1,2026-06-22,500.0
1575,Site1,2026-06-29,500.0
1575,Site1,2026-07-06,400.0
1575,Site1,2026-07-13,400.0
1575,Site1,2026-07-20,400.0
1575,Site1,2026-07-27,400.0
1575,Site1,2026-08-03,337.5
1575,Site1,2026-08-10,337.5
1575,Site1,2026-08-17,337.5
1575,Site1,2026-08-24,337.5
1575,Site1,2026-08-31,337.5
1575,Site1,2026-09-07,400.0
1575,Site1,2026-09-14,400.0
1575,Site1,2026-09-21,400.0
1575,Site1,2026-09-28,400.0
1575,Site1,2026-10-05,500.0
1575,Site1,2026-10-12,500.0
1575,Site1,2026-10-19,500.0
1575,Site1,2026-10-26,500.0
1575,Site1,2026-11-02,500.0
1575,Site1,2026-11-09,500.0
1575,Site1,2026-11-16,500.0
1575,Site1,2026-11-23,500.0
1575,Site1,2026-11-30,500.0
1575,Site1,2026-12-07,400.0
1575,Site1,2026-12-14,400.0
1575,Site1,2026-12-21,400.0
1575,Site1,2026-12-28,400.0
1576,Site1,2026-02-09,750.0
1576,Site1,2026-02-16,750.0
1576,Site1,2026-02-23,750.0
1576,Site1,2026-03-02,925.0
1576,Site1,2026-03-09,925.0
1576,Site1,2026-03-16,925.0
1576,Site1,2026-03-23,925.0
1576,Site1,2026-03-30,925.0
1576,Site1,2026-04-06,740.0
1576,Site1,2026-04-13,740.0
1576,Site1,2026-04-20,740.0
1576,Site1,2026-04-27,740.0
1576,Site1,2026-05-04,925.0
1576,Site1,2026-05-11,925.0
1576,Site1,2026-05-18,925.0
1576,Site1,2026-05-25,925.0
1576,Site1,2026-06-01,925.0
1576,Site1,2026-06-08,925.0
1576,Site1,2026-06-15,925.0
1576,Site1,2026-06-22,925.0
1576,Site1,2026-06-29,925.0
1576,Site1,2026-07-06,740.0
1576,Site1,2026-07-13,740.0
1576,Site1,2026-07-20,740.0
1576,Site1,2026-07-27,740.0
1576,Site1,2026-08-03,250.0
1576,Site1,2026-08-10,250.0
1576,Site1,2026-08-17,250.0
1576,Site1,2026-08-24,250.0
1576,Site1,2026-08-31,250.0
1576,Site1,2026-09-07,740.0
1576,Site1,2026-09-14,740.0
1576,Site1,2026-09-21,740.0
1576,Site1,2026-09-28,740.0
1576,Site1,2026-10-05,925.0
1576,Site1,2026-10-12,925.0
1576,Site1,2026-10-19,925.0
1576,Site1,2026-10-26,925.0
1576,Site1,2026-11-02,925.0
1576,Site1,2026-11-09,925.0
1576,Site1,2026-11-16,925.0
1576,Site1,2026-11-23,925.0
1576,Site1,2026-11-30,925.0
1576,Site1,2026-12-07,740.0
1576,Site1,2026-12-14,740.0
1576,Site1,2026-12-21,740.0
1576,Site1,2026-12-28,740.0
1577,Site1,2026-02-09,95.0
1577,Site1,2026-02-16,95.0
1577,Site1,2026-02-23,95.0
1577,Site1,2026-03-02,95.0
1577,Site1,2026-03-09,95.0
1577,Site1,2026-03-16,95.0
1577,Site1,2026-03-23,95.0
1577,Site1,2026-03-30,95.0
1577,Site1,2026-04-06,76.0
1577,Site1,2026-04-13,76.0
1577,Site1,2026-04-20,76.0
1577,Site1,2026-04-27,76.0
1577,Site1,2026-05-04,95.0
1577,Site1,2026-05-11,95.0
1577,Site1,2026-05-18,95.0
1577,Site1,2026-05-25,95.0
1577,Site1,2026-06-01,95.0
1577,Site1,2026-06-08,95.0
1577,Site1,2026-06-15,95.0
1577,Site1,2026-06-22,95.0
1577,Site1,2026-06-29,95.0
1577,Site1,2026-07-06,76.0
1577,Site1,2026-07-13,76.0
1577,Site1,2026-07-20,76.0
1577,Site1,2026-07-27,76.0
1577,Site1,2026-08-03,95.0
1577,Site1,2026-08-10,95.0
1577,Site1,2026-08-17,95.0
1577,Site1,2026-08-24,95.0
1577,Site1,2026-08-31,95.0
1577,Site1,2026-09-07,76.0
1577,Site1,2026-09-14,76.0
1577,Site1,2026-09-21,76.0
1577,Site1,2026-09-28,76.0
1577,Site1,2026-10-05,95.0
1577,Site1,2026-10-12,95.0
1577,Site1,2026-10-19,95.0
1577,Site1,2026-10-26,95.0
1577,Site1,2026-11-02,95.0
1577,Site1,2026-11-09,95.0
1577,Site1,2026-11-16,95.0
1577,Site1,2026-11-23,95.0
1577,Site1,2026-11-30,95.0
1577,Site1,2026-12-07,76.0
1577,Site1,2026-12-14,76.0
1577,Site1,2026-12-21,76.0
1577,Site1,2026-12-28,76.0
1584,Site1,2026-02-09,1875.0
1584,Site1,2026-02-16,1875.0
1584,Site1,2026-02-23,1875.0
1584,Site1,2026-03-02,1875.0
1584,Site1,2026-03-09,1875.0
1584,Site1,2026-03-16,1875.0
1584,Site1,2026-03-23,1875.0
1584,Site1,2026-03-30,1875.0
1584,Site1,2026-04-06,1500.0
1584,Site1,2026-04-13,1500.0
1584,Site1,2026-04-20,1500.0
1584,Site1,2026-04-27,1500.0
1584,Site1,2026-05-04,1875.0
1584,Site1,2026-05-11,1875.0
1584,Site1,2026-05-18,1875.0
1584,Site1,2026-05-25,1875.0
1584,Site1,2026-06-01,1875.0
1584,Site1,2026-06-08,1875.0
1584,Site1,2026-06-15,1875.0
1584,Site1,2026-06-22,1875.0
1584,Site1,2026-06-29,1875.0
1584,Site1,2026-07-06,1500.0
1584,Site1,2026-07-13,1500.0
1584,Site1,2026-07-20,1500.0
1584,Site1,2026-07-27,1500.0
1584,Site1,2026-08-03,1125.0
1584,Site1,2026-08-10,1125.0
1584,Site1,2026-08-17,1125.0
1584,Site1,2026-08-24,1125.0
1584,Site1,2026-08-31,1125.0
1584,Site1,2026-09-07,1500.0
1584,Site1,2026-09-14,1500.0
1584,Site1,2026-09-21,1500.0
1584,Site1,2026-09-28,1500.0
1584,Site1,2026-10-05,1875.0
1584,Site1,2026-10-12,1875.0
1584,Site1,2026-10-19,1875.0
1584,Site1,2026-10-26,1875.0
1584,Site1,2026-11-02,1875.0
1584,Site1,2026-11-09,1875.0
1584,Site1,2026-11-16,1875.0
1584,Site1,2026-11-23,1875.0
1584,Site1,2026-11-30,1875.0
1584,Site1,2026-12-07,1500.0
1584,Site1,2026-12-14,1500.0
1584,Site1,2026-12-21,1500.0
1584,Site1,2026-12-28,1500.0
1591,Site1,2026-02-09,35.0
1591,Site1,2026-02-16,35.0
1591,Site1,2026-02-23,35.0
1591,Site1,2026-03-02,35.0
1591,Site1,2026-03-09,35.0
1591,Site1,2026-03-16,35.0
1591,Site1,2026-03-23,35.0
1591,Site1,2026-03-30,35.0
1591,Site1,2026-04-06,28.0
1591,Site1,2026-04-13,28.0
1591,Site1,2026-04-20,28.0
1591,Site1,2026-04-27,28.0
1591,Site1,2026-05-04,35.0
1591,Site1,2026-05-11,35.0
1591,Site1,2026-05-18,35.0
1591,Site1,2026-05-25,35.0
1591,Site1,2026-06-01,35.0
1591,Site1,2026-06-08,35.0
1591,Site1,2026-06-15,35.0
1591,Site1,2026-06-22,35.0
1591,Site1,2026-06-29,35.0
1591,Site1,2026-07-06,28.0
1591,Site1,2026-07-13,28.0
1591,Site1,2026-07-20,28.0
1591,Site1,2026-07-27,28.0
1591,Site1,2026-08-03,35.0
1591,Site1,2026-08-10,35.0
1591,Site1,2026-08-17,35.0
1591,Site1,2026-08-24,35.0
1591,Site1,2026-08-31,35.0
1591,Site1,2026-09-07,28.0
1591,Site1,2026-09-14,28.0
1591,Site1,2026-09-21,28.0
1591,Site1,2026-09-28,28.0
1591,Site1,2026-10-05,35.0
1591,Site1,2026-10-12,35.0
1591,Site1,2026-10-19,35.0
1591,Site1,2026-10-26,35.0
1591,Site1,2026-11-02,35.0
1591,Site1,2026-11-09,35.0
1591,Site1,2026-11-16,35.0
1591,Site1,2026-11-23,35.0
1591,Site1,2026-11-30,35.0
1591,Site1,2026-12-07,28.0
1591,Site1,2026-12-14,28.0
1591,Site1,2026-12-21,28.0
1591,Site1,2026-12-28,28.0
1592,Site3,2026-02-09,0.0
1592,Site3,2026-02-16,0.0
1592,Site3,2026-02-23,0.0
1592,Site3,2026-03-02,0.0
1592,Site3,2026-03-09,0.0
1592,Site3,2026-03-16,0.0
1592,Site3,2026-03-23,0.0
1592,Site3,2026-03-30,0.0
1592,Site3,2026-04-06,120.0
1592,Site3,2026-04-13,120.0
1592,Site3,2026-04-20,120.0
1592,Site3,2026-04-27,120.0
1592,Site3,2026-05-04,150.0
1592,Site3,2026-05-11,150.0
1592,Site3,2026-05-18,150.0
1592,Site3,2026-05-25,150.0
1592,Site3,2026-06-01,150.0
1592,Site3,2026-06-08,150.0
1592,Site3,2026-06-15,150.0
1592,Site3,2026-06-22,150.0
1592,Site3,2026-06-29,150.0
1592,Site3,2026-07-06,120.0
1592,Site3,2026-07-13,120.0
1592,Site3,2026-07-20,120.0
1592,Site3,2026-07-27,120.0
1592,Site3,2026-08-03,150.0
1592,Site3,2026-08-10,150.0
1592,Site3,2026-08-17,150.0
1592,Site3,2026-08-24,150.0
1592,Site3,2026-08-31,150.0
1592,Site3,2026-09-07,120.0
1592,Site3,2026-09-14,120.0
1592,Site3,2026-09-21,120.0
1592,Site3,2026-09-28,120.0
1592,Site3,2026-10-05,150.0
1592,Site3,2026-10-12,150.0
1592,Site3,2026-10-19,150.0
1592,Site3,2026-10-26,150.0
1592,Site3,2026-11-02,150.0
1592,Site3,2026-11-09,150.0
1592,Site3,2026-11-16,150.0
1592,Site3,2026-11-23,150.0
1592,Site3,2026-11-30,150.0
1592,Site3,2026-12-07,120.0
1592,Site3,2026-12-14,120.0
1592,Site3,2026-12-21,120.0
1592,Site3,2026-12-28,120.0
1592,Site1,2026-02-09,1514.65
1592,Site1,2026-02-16,1514.65
1592,Site1,2026-02-23,1514.65
1592,Site1,2026-03-02,1696.15
1592,Site1,2026-03-09,1696.15
1592,Site1,2026-03-16,1696.15
1592,Site1,2026-03-23,1696.15
1592,Site1,2026-03-30,1696.15
1592,Site1,2026-04-06,1614.32
1592,Site1,2026-04-13,1614.32
1592,Site1,2026-04-20,1614.32
1592,Site1,2026-04-27,1614.32
1592,Site1,2026-05-04,2320.9
1592,Site1,2026-05-11,2320.9
1592,Site1,2026-05-18,2320.9
1592,Site1,2026-05-25,2320.9
1592,Site1,2026-06-01,2582.4
1592,Site1,2026-06-08,2582.4
1592,Site1,2026-06-15,2582.4
1592,Site1,2026-06-22,2582.4
1592,Site1,2026-06-29,2582.4
1592,Site1,2026-07-06,2259.12
1592,Site1,2026-07-13,2259.12
1592,Site1,2026-07-20,2259.12
1592,Site1,2026-07-27,2259.12
1592,Site1,2026-08-03,2823.9
1592,Site1,2026-08-10,2823.9
1592,Site1,2026-08-17,2823.9
1592,Site1,2026-08-24,2823.9
1592,Site1,2026-08-31,2823.9
1592,Site1,2026-09-07,2472.32
1592,Site1,2026-09-14,2472.32
1592,Site1,2026-09-21,2472.32
1592,Site1,2026-09-28,2472.32
1592,Site1,2026-10-05,3151.9
1592,Site1,2026-10-12,3151.9
1592,Site1,2026-10-19,3151.9
1592,Site1,2026-10-26,3151.9
1592,Site1,2026-11-02,3200.9
1592,Site1,2026-11-09,3200.9
1592,Site1,2026-11-16,3200.9
1592,Site1,2026-11-23,3200.9
1592,Site1,2026-11-30,3200.9
1592,Site1,2026-12-07,2584.72
1592,Site1,2026-12-14,2584.72
1592,Site1,2026-12-21,2584.72
1592,Site1,2026-12-28,2584.72
1594,Site1,2026-02-09,154.85
1594,Site1,2026-02-16,154.85
1594,Site1,2026-02-23,154.85
1594,Site1,2026-03-02,164.55
1594,Site1,2026-03-09,164.55
1594,Site1,2026-03-16,164.55
1594,Site1,2026-03-23,164.55
1594,Site1,2026-03-30,164.55
1594,Site1,2026-04-06,137.4
1594,Site1,2026-04-13,137.4
1594,Site1,2026-04-20,137.4
1594,Site1,2026-04-27,137.4
1594,Site1,2026-05-04,175.65
1594,Site1,2026-05-11,175.65
1594,Site1,2026-05-18,175.65
1594,Site1,2026-05-25,175.65
1594,Site1,2026-06-01,180.6
1594,Site1,2026-06-08,180.6
1594,Site1,2026-06-15,180.6
1594,Site1,2026-06-22,180.6
1594,Site1,2026-06-29,180.6
1594,Site1,2026-07-06,145.04
1594,Site1,2026-07-13,145.04
1594,Site1,2026-07-20,145.04
1594,Site1,2026-07-27,145.04
1594,Site1,2026-08-03,198.75
1594,Site1,2026-08-10,198.75
1594,Site1,2026-08-17,198.75
1594,Site1,2026-08-24,198.75
1594,Site1,2026-08-31,198.75
1594,Site1,2026-09-07,165.56
1594,Site1,2026-09-14,165.56
1594,Site1,2026-09-21,165.56
1594,Site1,2026-09-28,165.56
1594,Site1,2026-10-05,207.65
1594,Site1,2026-10-12,207.65
1594,Site1,2026-10-19,207.65
1594,Site1,2026-10-26,207.65
1594,Site1,2026-11-02,207.65
1594,Site1,2026-11-09,207.65
1594,Site1,2026-11-16,207.65
1594,Site1,2026-11-23,207.65
1594,Site1,2026-11-30,207.65
1594,Site1,2026-12-07,166.12
1594,Site1,2026-12-14,166.12
1594,Site1,2026-12-21,166.12
1594,Site1,2026-12-28,166.12
1595,Site6,2026-02-09,55.0
1595,Site6,2026-02-16,55.0
1595,Site6,2026-02-23,55.0
1595,Site6,2026-03-02,55.0
1595,Site6,2026-03-09,55.0
1595,Site6,2026-03-16,55.0
1595,Site6,2026-03-23,55.0
1595,Site6,2026-03-30,55.0
1595,Site6,2026-04-06,44.0
1595,Site6,2026-04-13,44.0
1595,Site6,2026-04-20,44.0
1595,Site6,2026-04-27,44.0
1595,Site6,2026-05-04,55.0
1595,Site6,2026-05-11,55.0
1595,Site6,2026-05-18,55.0
1595,Site6,2026-05-25,55.0
1595,Site6,2026-06-01,55.0
1595,Site6,2026-06-08,55.0
1595,Site6,2026-06-15,55.0
1595,Site6,2026-06-22,55.0
1595,Site6,2026-06-29,55.0
1595,Site6,2026-07-06,44.0
1595,Site6,2026-07-13,44.0
1595,Site6,2026-07-20,44.0
1595,Site6,2026-07-27,44.0
1595,Site6,2026-08-03,55.0
1595,Site6,2026-08-10,55.0
1595,Site6,2026-08-17,55.0
1595,Site6,2026-08-24,55.0
1595,Site6,2026-08-31,55.0
1595,Site6,2026-09-07,44.0
1595,Site6,2026-09-14,44.0
1595,Site6,2026-09-21,44.0
1595,Site6,2026-09-28,44.0
1595,Site6,2026-10-05,55.0
1595,Site6,2026-10-12,55.0
1595,Site6,2026-10-19,55.0
1595,Site6,2026-10-26,55.0
1595,Site6,2026-11-02,55.0
1595,Site6,2026-11-09,55.0
1595,Site6,2026-11-16,55.0
1595,Site6,2026-11-23,55.0
1595,Site6,2026-11-30,55.0
1595,Site6,2026-12-07,44.0
1595,Site6,2026-12-14,44.0
1595,Site6,2026-12-21,44.0
1595,Site6,2026-12-28,44.0
1595,Site1,2026-02-09,335.0
1595,Site1,2026-02-16,335.0
1595,Site1,2026-02-23,335.0
1595,Site1,2026-03-02,335.0
1595,Site1,2026-03-09,335.0
1595,Site1,2026-03-16,335.0
1595,Site1,2026-03-23,335.0
1595,Site1,2026-03-30,335.0
1595,Site1,2026-04-06,268.0
1595,Site1,2026-04-13,268.0
1595,Site1,2026-04-20,268.0
1595,Site1,2026-04-27,268.0
1595,Site1,2026-05-04,335.0
1595,Site1,2026-05-11,335.0
1595,Site1,2026-05-18,335.0
1595,Site1,2026-05-25,335.0
1595,Site1,2026-06-01,335.0
1595,Site1,2026-06-08,335.0
1595,Site1,2026-06-15,335.0
1595,Site1,2026-06-22,335.0
1595,Site1,2026-06-29,335.0
1595,Site1,2026-07-06,268.0
1595,Site1,2026-07-13,268.0
1595,Site1,2026-07-20,268.0
1595,Site1,2026-07-27,268.0
1595,Site1,2026-08-03,335.0
1595,Site1,2026-08-10,335.0
1595,Site1,2026-08-17,335.0
1595,Site1,2026-08-24,335.0
1595,Site1,2026-08-31,335.0
1595,Site1,2026-09-07,268.0
1595,Site1,2026-09-14,268.0
1595,Site1,2026-09-21,268.0
1595,Site1,2026-09-28,268.0
1595,Site1,2026-10-05,335.0
1595,Site1,2026-10-12,335.0
1595,Site1,2026-10-19,335.0
1595,Site1,2026-10-26,335.0
1595,Site1,2026-11-02,335.0
1595,Site1,2026-11-09,335.0
1595,Site1,2026-11-16,335.0
1595,Site1,2026-11-23,335.0
1595,Site1,2026-11-30,335.0
1595,Site1,2026-12-07,268.0
1595,Site1,2026-12-14,268.0
1595,Site1,2026-12-21,268.0
1595,Site1,2026-12-28,268.0
1596,Site6,2026-02-09,60.0
1596,Site6,2026-02-16,60.0
1596,Site6,2026-02-23,60.0
1596,Site6,2026-03-02,60.0
1596,Site6,2026-03-09,60.0
1596,Site6,2026-03-16,60.0
1596,Site6,2026-03-23,60.0
1596,Site6,2026-03-30,60.0
1596,Site6,2026-04-06,48.0
1596,Site6,2026-04-13,48.0
1596,Site6,2026-04-20,48.0
1596,Site6,2026-04-27,48.0
1596,Site6,2026-05-04,60.0
1596,Site6,2026-05-11,60.0
1596,Site6,2026-05-18,60.0
1596,Site6,2026-05-25,60.0
1596,Site6,2026-06-01,60.0
1596,Site6,2026-06-08,60.0
1596,Site6,2026-06-15,60.0
1596,Site6,2026-06-22,60.0
1596,Site6,2026-06-29,60.0
1596,Site6,2026-07-06,48.0
1596,Site6,2026-07-13,48.0
1596,Site6,2026-07-20,48.0
1596,Site6,2026-07-27,48.0
1596,Site6,2026-08-03,60.0
1596,Site6,2026-08-10,60.0
1596,Site6,2026-08-17,60.0
1596,Site6,2026-08-24,60.0
1596,Site6,2026-08-31,60.0
1596,Site6,2026-09-07,48.0
1596,Site6,2026-09-14,48.0
1596,Site6,2026-09-21,48.0
1596,Site6,2026-09-28,48.0
1596,Site6,2026-10-05,60.0
1596,Site6,2026-10-12,60.0
1596,Site6,2026-10-19,60.0
1596,Site6,2026-10-26,60.0
1596,Site6,2026-11-02,60.0
1596,Site6,2026-11-09,60.0
1596,Site6,2026-11-16,60.0
1596,Site6,2026-11-23,60.0
1596,Site6,2026-11-30,60.0
1596,Site6,2026-12-07,48.0
1596,Site6,2026-12-14,48.0
1596,Site6,2026-12-21,48.0
1596,Site6,2026-12-28,48.0
1596,Site1,2026-02-09,177.5
1596,Site1,2026-02-16,177.5
1596,Site1,2026-02-23,177.5
1596,Site1,2026-03-02,177.5
1596,Site1,2026-03-09,177.5
1596,Site1,2026-03-16,177.5
1596,Site1,2026-03-23,177.5
1596,Site1,2026-03-30,177.5
1596,Site1,2026-04-06,142.0
1596,Site1,2026-04-13,142.0
1596,Site1,2026-04-20,142.0
1596,Site1,2026-04-27,142.0
1596,Site1,2026-05-04,177.5
1596,Site1,2026-05-11,177.5
1596,Site1,2026-05-18,177.5
1596,Site1,2026-05-25,177.5
1596,Site1,2026-06-01,177.5
1596,Site1,2026-06-08,177.5
1596,Site1,2026-06-15,177.5
1596,Site1,2026-06-22,177.5
1596,Site1,2026-06-29,177.5
1596,Site1,2026-07-06,142.0
1596,Site1,2026-07-13,142.0
1596,Site1,2026-07-20,142.0
1596,Site1,2026-07-27,142.0
1596,Site1,2026-08-03,177.5
1596,Site1,2026-08-10,177.5
1596,Site1,2026-08-17,177.5
1596,Site1,2026-08-24,177.5
1596,Site1,2026-08-31,177.5
1596,Site1,2026-09-07,142.0
1596,Site1,2026-09-14,142.0
1596,Site1,2026-09-21,142.0
1596,Site1,2026-09-28,142.0
1596,Site1,2026-10-05,177.5
1596,Site1,2026-10-12,177.5
1596,Site1,2026-10-19,177.5
1596,Site1,2026-10-26,177.5
1596,Site1,2026-11-02,177.5
1596,Site1,2026-11-09,177.5
1596,Site1,2026-11-16,177.5
1596,Site1,2026-11-23,177.5
1596,Site1,2026-11-30,177.5
1596,Site1,2026-12-07,142.0
1596,Site1,2026-12-14,142.0
1596,Site1,2026-12-21,142.0
1596,Site1,2026-12-28,142.0
1611,Site1,2026-02-09,32.0
1611,Site1,2026-02-16,32.0
1611,Site1,2026-02-23,32.0
1611,Site1,2026-03-02,33.25
1611,Site1,2026-03-09,33.25
1611,Site1,2026-03-16,33.25
1611,Site1,2026-03-23,33.25
1611,Site1,2026-03-30,33.25
1611,Site1,2026-04-06,27.6
1611,Site1,2026-04-13,27.6
1611,Site1,2026-04-20,27.6
1611,Site1,2026-04-27,27.6
1611,Site1,2026-05-04,35.75
1611,Site1,2026-05-11,35.75
1611,Site1,2026-05-18,35.75
1611,Site1,2026-05-25,35.75
1611,Site1,2026-06-01,37.0
1611,Site1,2026-06-08,37.0
1611,Site1,2026-06-15,37.0
1611,Site1,2026-06-22,37.0
1611,Site1,2026-06-29,37.0
1611,Site1,2026-07-06,30.6
1611,Site1,2026-07-13,30.6
1611,Site1,2026-07-20,30.6
1611,Site1,2026-07-27,30.6
1611,Site1,2026-08-03,39.25
1611,Site1,2026-08-10,39.25
1611,Site1,2026-08-17,39.25
1611,Site1,2026-08-24,39.25
1611,Site1,2026-08-31,39.25
1611,Site1,2026-09-07,32.4
1611,Site1,2026-09-14,32.4
1611,Site1,2026-09-21,32.4
1611,Site1,2026-09-28,32.4
1611,Site1,2026-10-05,41.75
1611,Site1,2026-10-12,41.75
1611,Site1,2026-10-19,41.75
1611,Site1,2026-10-26,41.75
1611,Site1,2026-11-02,43.0
1611,Site1,2026-11-09,43.0
1611,Site1,2026-11-16,43.0
1611,Site1,2026-11-23,43.0
1611,Site1,2026-11-30,43.0
1611,Site1,2026-12-07,35.4
1611,Site1,2026-12-14,35.4
1611,Site1,2026-12-21,35.4
1611,Site1,2026-12-28,35.4
1618,Site1,2026-02-09,80.5
1618,Site1,2026-02-16,80.5
1618,Site1,2026-02-23,80.5
1618,Site1,2026-03-02,87.0
1618,Site1,2026-03-09,87.0
1618,Site1,2026-03-16,87.0
1618,Site1,2026-03-23,87.0
1618,Site1,2026-03-30,87.0
1618,Site1,2026-04-06,66.6
1618,Site1,2026-04-13,66.6
1618,Site1,2026-04-20,66.6
1618,Site1,2026-04-27,66.6
1618,Site1,2026-05-04,84.75
1618,Site1,2026-05-11,84.75
1618,Site1,2026-05-18,84.75
1618,Site1,2026-05-25,84.75
1618,Site1,2026-06-01,91.0
1618,Site1,2026-06-08,91.0
1618,Site1,2026-06-15,91.0
1618,Site1,2026-06-22,91.0
1618,Site1,2026-06-29,91.0
1618,Site1,2026-07-06,70.0
1618,Site1,2026-07-13,70.0
1618,Site1,2026-07-20,70.0
1618,Site1,2026-07-27,70.0
1618,Site1,2026-08-03,88.75
1618,Site1,2026-08-10,88.75
1618,Site1,2026-08-17,88.75
1618,Site1,2026-08-24,88.75
1618,Site1,2026-08-31,88.75
1618,Site1,2026-09-07,76.2
1618,Site1,2026-09-14,76.2
1618,Site1,2026-09-21,76.2
1618,Site1,2026-09-28,76.2
1618,Site1,2026-10-05,91.5
1618,Site1,2026-10-12,91.5
1618,Site1,2026-10-19,91.5
1618,Site1,2026-10-26,91.5
1618,Site1,2026-11-02,93.0
1618,Site1,2026-11-09,93.0
1618,Site1,2026-11-16,93.0
1618,Site1,2026-11-23,93.0
1618,Site1,2026-11-30,93.0
1618,Site1,2026-12-07,79.4
1618,Site1,2026-12-14,79.4
1618,Site1,2026-12-21,79.4
1618,Site1,2026-12-28,79.4
1619,Site1,2026-02-09,11.25
1619,Site1,2026-02-16,11.25
1619,Site1,2026-02-23,11.25
1619,Site1,2026-03-02,11.25
1619,Site1,2026-03-09,11.25
1619,Site1,2026-03-16,11.25
1619,Site1,2026-03-23,11.25
1619,Site1,2026-03-30,11.25
1619,Site1,2026-04-06,9.0
1619,Site1,2026-04-13,9.0
1619,Site1,2026-04-20,9.0
1619,Site1,2026-04-27,9.0
1619,Site1,2026-05-04,11.25
1619,Site1,2026-05-11,11.25
1619,Site1,2026-05-18,11.25
1619,Site1,2026-05-25,11.25
1619,Site1,2026-06-01,11.25
1619,Site1,2026-06-08,11.25
1619,Site1,2026-06-15,11.25
1619,Site1,2026-06-22,11.25
1619,Site1,2026-06-29,11.25
1619,Site1,2026-07-06,9.0
1619,Site1,2026-07-13,9.0
1619,Site1,2026-07-20,9.0
1619,Site1,2026-07-27,9.0
1619,Site1,2026-08-03,11.25
1619,Site1,2026-08-10,11.25
1619,Site1,2026-08-17,11.25
1619,Site1,2026-08-24,11.25
1619,Site1,2026-08-31,11.25
1619,Site1,2026-09-07,9.0
1619,Site1,2026-09-14,9.0
1619,Site1,2026-09-21,9.0
1619,Site1,2026-09-28,9.0
1619,Site1,2026-10-05,11.25
1619,Site1,2026-10-12,11.25
1619,Site1,2026-10-19,11.25
1619,Site1,2026-10-26,11.25
1619,Site1,2026-11-02,11.25
1619,Site1,2026-11-09,11.25
1619,Site1,2026-11-16,11.25
1619,Site1,2026-11-23,11.25
1619,Site1,2026-11-30,11.25
1619,Site1,2026-12-07,9.0
1619,Site1,2026-12-14,9.0
1619,Site1,2026-12-21,9.0
1619,Site1,2026-12-28,9.0
1620,Site1,2026-02-09,111.0
1620,Site1,2026-02-16,111.0
1620,Site1,2026-02-23,111.0
1620,Site1,2026-03-02,117.75
1620,Site1,2026-03-09,117.75
1620,Site1,2026-03-16,117.75
1620,Site1,2026-03-23,117.75
1620,Site1,2026-03-30,117.75
1620,Site1,2026-04-06,91.6
1620,Site1,2026-04-13,91.6
1620,Site1,2026-04-20,91.6
1620,Site1,2026-04-27,91.6
1620,Site1,2026-05-04,116.5
1620,Site1,2026-05-11,116.5
1620,Site1,2026-05-18,116.5
1620,Site1,2026-05-25,116.5
1620,Site1,2026-06-01,123.25
1620,Site1,2026-06-08,123.25
1620,Site1,2026-06-15,123.25
1620,Site1,2026-06-22,123.25
1620,Site1,2026-06-29,123.25
1620,Site1,2026-07-06,96.2
1620,Site1,2026-07-13,96.2
1620,Site1,2026-07-20,96.2
1620,Site1,2026-07-27,96.2
1620,Site1,2026-08-03,122.0
1620,Site1,2026-08-10,122.0
1620,Site1,2026-08-17,122.0
1620,Site1,2026-08-24,122.0
1620,Site1,2026-08-31,122.0
1620,Site1,2026-09-07,103.2
1620,Site1,2026-09-14,103.2
1620,Site1,2026-09-21,103.2
1620,Site1,2026-09-28,103.2
1620,Site1,2026-10-05,125.75
