annee_sem,code_article,code_site,ventes,appros,stock,ventes_prev,couverture,stock_init,ventes_cum,appros_cum
2026-19,1502,Site1,39.25,0.0,315.28,34.27,9.2,360.83,445.55,400.0
2026-20,1502,Site1,39.25,0.0,276.03,34.63,7.97,360.83,484.8,400.0
2026-21,1502,Site1,39.25,0.0,236.78,34.94,6.78,360.83,524.05,400.0
2026-22,1502,Site1,39.25,0.0,197.53,35.21,5.61,360.83,563.3,400.0
2026-23,1502,Site1,40.5,0.0,157.03,35.52,4.42,360.83,603.8,400.0
2026-24,1502,Site1,40.5,0.0,116.53,35.79,3.26,360.83,644.3,400.0
2026-25,1502,Site1,40.5,0.0,76.03,36.04,2.11,360.83,684.8,400.0
2026-26,1502,Site1,40.5,0.0,35.53,36.26,0.98,360.83,725.3,400.0
2026-27,1502,Site1,40.5,0.0,-4.97,36.47,-0.14,360.83,765.8,400.0
2026-28,1502,Site1,33.6,0.0,-38.57,36.34,-1.06,360.83,799.4,400.0
2026-29,1502,Site1,33.6,0.0,-72.17,36.22,-1.99,360.83,833.0,400.0
2026-30,1502,Site1,33.6,0.0,-105.77,36.11,-2.93,360.83,866.6,400.0
2026-31,1502,Site1,33.6,0.0,-139.37,36.01,-3.87,360.83,900.2,400.0
2026-32,1502,Site1,43.5,0.0,-182.87,36.3,-5.04,360.83,943.7,400.0
2026-33,1502,Site1,43.5,0.0,-226.37,36.56,-6.19,360.83,987.2,400.0
2026-34,1502,Site1,43.5,0.0,-269.87,36.81,-7.33,360.83,1030.7,400.0
2026-35,1502,Site1,43.5,0.0,-313.37,37.04,-8.46,360.83,1074.2,400.0
2026-36,1502,Site1,43.5,0.0,-356.87,37.26,-9.58,360.83,1117.7,400.0
2026-37,1502,Site1,36.0,0.0,-392.87,37.22,-10.56,360.83,1153.7,400.0
2026-38,1502,Site1,36.0,0.0,-428.87,37.18,-11.53,360.83,1189.7,400.0
2026-39,1502,Site1,36.0,0.0,-464.87,37.14,-12.52,360.83,1225.7,400.0
2026-40,1502,Site1,36.0,0.0,-500.87,37.11,-13.5,360.83,1261.7,400.0
2026-41,1502,Site1,46.25,0.0,-547.12,37.37,-14.64,360.83,1307.95,400.0
2026-42,1502,Site1,46.25,0.0,-593.37,37.62,-15.77,360.83,1354.2,400.0
2026-43,1502,Site1,46.25,0.0,-639.62,37.85,-16.9,360.83,1400.45,400.0
2026-07,1544,Site3,880.0,0.0,12803.0,880.0,14.55,13683.0,880.0,0.0
2026-08,1544,Site3,880.0,0.0,11923.0,880.0,13.55,13683.0,1760.0,0.0
2026-09,1544,Site3,880.0,0.0,11043.0,880.0,12.55,13683.0,2640.0,0.0
2026-10,1544,Site3,880.0,0.0,10163.0,880.0,11.55,13683.0,3520.0,0.0
2026-11,1544,Site3,880.0,0.0,9283.0,880.0,10.55,13683.0,4400.0,0.0
2026-12,1544,Site3,880.0,0.0,8403.0,880.0,9.55,13683.0,5280.0,0.0
2026-13,1544,Site3,880.0,0.0,7523.0,880.0,8.55,13683.0,6160.0,0.0
2026-14,1544,Site3,880.0,0.0,6643.0,880.0,7.55,13683.0,7040.0,0.0
2026-15,1544,Site3,400.0,0.0,6243.0,826.67,7.55,13683.0,7440.0,0.0
2026-16,1544,Site3,320.0,0.0,5923.0,776.0,7.63,13683.0,7760.0,0.0
2026-17,1544,Site3,320.0,0.0,5603.0,734.55,7.63,13683.0,8080.0,0.0
2026-18,1544,Site3,320.0,0.0,5283.0,700.0,7.55,13683.0,8400.0,0.0
2026-19,1544,Site3,320.0,0.0,4963.0,670.77,7.4,13683.0,8720.0,0.0
2026-20,1544,Site3,400.0,0.0,4563.0,651.43,7.0,13683.0,9120.0,0.0
2026-21,1544,Site3,400.0,0.0,4163.0,634.67,6.56,13683.0,9520.0,0.0
2026-22,1544,Site3,400.0,0.0,3763.0,620.0,6.07,13683.0,9920.0,0.0
2026-23,1544,Site3,400.0,0.0,3363.0,607.06,5.54,13683.0,10320.0,0.0
2026-24,1544,Site3,400.0,0.0,2963.0,595.56,4.98,13683.0,10720.0,0.0
2026-25,1544,Site3,400.0,0.0,2563.0,585.26,4.38,13683.0,11120.0,0.0
2026-26,1544,Site3,400.0,0.0,2163.0,576.0,3.76,13683.0,11520.0,0.0
2026-27,1544,Site3,400.0,0.0,1763.0,567.62,3.11,13683.0,11920.0,0.0
2026-28,1544,Site3,400.0,0.0,1363.0,560.0,2.43,13683.0,12320.0,0.0
2026-29,1544,Site3,320.0,0.0,1043.0,549.57,1.9,13683.0,12640.0,0.0
2026-30,1544,Site3,320.0,0.0,723.0,540.0,1.34,13683.0,12960.0,0.0
2026-31,1544,Site3,320.0,0.0,403.0,531.2,0.76,13683.0,13280.0,0.0
2026-32,1544,Site3,320.0,0.0,83.0,523.08,0.16,13683.0,13600.0,0.0
2026-33,1544,Site3,400.0,0.0,-317.0,518.52,-0.61,13683.0,14000.0,0.0
2026-34,1544,Site3,400.0,0.0,-717.0,514.29,-1.39,13683.0,14400.0,0.0
2026-35,1544,Site3,400.0,0.0,-1117.0,510.34,-2.19,13683.0,14800.0,0.0
2026-36,1544,Site3,400.0,0.0,-1517.0,506.67,-2.99,13683.0,15200.0,0.0
2026-37,1544,Site3,320.0,0.0,-1837.0,500.65,-3.67,13683.0,15520.0,0.0
2026-38,1544,Site3,320.0,0.0,-2157.0,495.0,-4.36,13683.0,15840.0,0.0
2026-39,1544,Site3,320.0,0.0,-2477.0,489.7,-5.06,13683.0,16160.0,0.0
2026-40,1544,Site3,320.0,0.0,-2797.0,484.71,-5.77,13683.0,16480.0,0.0
2026-41,1544,Site3,320.0,0.0,-3117.0,480.0,-6.49,13683.0,16800.0,0.0
2026-42,1544,Site3,400.0,0.0,-3517.0,477.78,-7.36,13683.0,17200.0,0.0
2026-43,1544,Site3,400.0,0.0,-3917.0,475.68,-8.23,13683.0,17600.0,0.0
2026-07,1545,Site3,200.0,0.0,4254.0,200.0,21.27,4454.0,200.0,0.0
2026-08,1545,Site3,200.0,0.0,4054.0,200.0,20.27,4454.0,400.0,0.0
2026-09,1545,Site3,200.0,0.0,3854.0,200.0,19.27,4454.0,600.0,0.0
2026-10,1545,Site3,200.0,0.0,3654.0,200.0,18.27,4454.0,800.0,0.0
2026-11,1545,Site3,200.0,0.0,3454.0,200.0,17.27,4454.0,1000.0,0.0
2026-12,1545,Site3,200.0,0.0,3254.0,200.0,16.27,4454.0,1200.0,0.0
2026-13,1545,Site3,200.0,0.0,3054.0,200.0,15.27,4454.0,1400.0,0.0
2026-14,1545,Site3,200.0,0.0,2854.0,200.0,14.27,4454.0,1600.0,0.0
2026-15,1545,Site3,0.0,0.0,2854.0,177.78,16.05,4454.0,1600.0,0.0
2026-16,1545,Site3,0.0,0.0,2854.0,160.0,17.84,4454.0,1600.0,0.0
2026-17,1545,Site3,0.0,0.0,2854.0,145.45,19.62,4454.0,1600.0,0.0
2026-18,1545,Site3,0.0,0.0,2854.0,133.33,21.41,4454.0,1600.0,0.0
2026-19,1545,Site3,0.0,0.0,2854.0,123.08,23.19,4454.0,1600.0,0.0
2026-20,1545,Site3,0.0,0.0,2854.0,114.29,24.97,4454.0,1600.0,0.0
2026-21,1545,Site3,0.0,0.0,2854.0,106.67,26.76,4454.0,1600.0,0.0
2026-22,1545,Site3,0.0,0.0,2854.0,100.0,28.54,4454.0,1600.0,0.0
2026-23,1545,Site3,0.0,0.0,2854.0,94.12,30.32,4454.0,1600.0,0.0
2026-24,1545,Site3,0.0,0.0,2854.0,88.89,32.11,4454.0,1600.0,0.0
2026-25,1545,Site3,0.0,0.0,2854.0,84.21,33.89,4454.0,1600.0,0.0
2026-26,1545,Site3,0.0,0.0,2854.0,80.0,35.67,4454.0,1600.0,0.0
2026-27,1545,Site3,0.0,0.0,2854.0,76.19,37.46,4454.0,1600.0,0.0
2026-28,1545,Site3,0.0,0.0,2854.0,72.73,39.24,4454.0,1600.0,0.0
2026-29,1545,Site3,0.0,0.0,2854.0,69.57,41.02,4454.0,1600.0,0.0
2026-30,1545,Site3,0.0,0.0,2854.0,66.67,42.81,4454.0,1600.0,0.0
2026-31,1545,Site3,0.0,0.0,2854.0,64.0,44.59,4454.0,1600.0,0.0
2026-32,1545,Site3,0.0,0.0,2854.0,61.54,46.38,4454.0,1600.0,0.0
2026-33,1545,Site3,0.0,0.0,2854.0,59.26,48.16,4454.0,1600.0,0.0
2026-34,1545,Site3,0.0,0.0,2854.0,57.14,49.95,4454.0,1600.0,0.0
2026-35,1545,Site3,0.0,0.0,2854.0,55.17,51.73,4454.0,1600.0,0.0
2026-36,1545,Site3,0.0,0.0,2854.0,53.33,53.52,4454.0,1600.0,0.0
2026-37,1545,Site3,0.0,0.0,2854.0,51.61,55.3,4454.0,1600.0,0.0
2026-38,1545,Site3,0.0,0.0,2854.0,50.0,57.08,4454.0,1600.0,0.0
2026-39,1545,Site3,0.0,0.0,2854.0,48.48,58.87,4454.0,1600.0,0.0
2026-40,1545,Site3,0.0,0.0,2854.0,47.06,60.65,4454.0,1600.0,0.0
2026-41,1545,Site3,0.0,0.0,2854.0,45.71,62.44,4454.0,1600.0,0.0
2026-42,1545,Site3,0.0,0.0,2854.0,44.44,64.22,4454.0,1600.0,0.0
2026-43,1545,Site3,0.0,0.0,2854.0,43.24,66.0,4454.0,1600.0,0.0
2026-07,1546,Site1,215.85,0.0,3968.15,215.85,18.38,4184.0,215.85,0.0
2026-08,1546,Site1,215.85,0.0,3752.3,215.85,17.38,4184.0,431.7,0.0
2026-09,1546,Site1,215.85,0.0,3536.45,215.85,16.38,4184.0,647.55,0.0
2026-10,1546,Site1,249.22,0.0,3287.23,224.19,14.66,4184.0,896.77,0.0
2026-11,1546,Site1,249.22,0.0,3038.01,229.2,13.25,4184.0,1145.99,0.0
2026-12,1546,Site1,249.22,0.0,2788.79,232.54,11.99,4184.0,1395.21,0.0
2026-13,1546,Site1,249.22,0.0,2539.57,234.92,10.81,4184.0,1644.43,0.0
2026-14,1546,Site1,249.22,0.0,2290.35,236.71,9.68,4184.0,1893.65,0.0
2026-15,1546,Site1,0.0,0.0,2290.35,210.41,10.89,4184.0,1893.65,0.0
2026-16,1546,Site1,0.0,0.0,2290.35,189.36,12.1,4184.0,1893.65,0.0
2026-17,1546,Site1,0.0,0.0,2290.35,172.15,13.3,4184.0,1893.65,0.0
2026-18,1546,Site1,0.0,0.0,2290.35,157.8,14.51,4184.0,1893.65,0.0
2026-19,1546,Site1,0.0,0.0,2290.35,145.67,15.72,4184.0,1893.65,0.0
2026-20,1546,Site1,0.0,0.0,2290.35,135.26,16.93,4184.0,1893.65,0.0
2026-21,1546,Site1,0.0,0.0,2290.35,126.24,18.14,4184.0,1893.65,0.0
2026-22,1546,Site1,0.0,0.0,2290.35,118.35,19.35,4184.0,1893.65,0.0
2026-23,1546,Site1,0.0,0.0,2290.35,111.39,20.56,4184.0,1893.65,0.0
2026-24,1546,Site1,0.0,0.0,2290.35,105.2,21.77,4184.0,1893.65,0.0
2026-25,1546,Site1,0.0,0.0,2290.35,99.67,22.98,4184.0,1893.65,0.0
2026-26,1546,Site1,0.0,0.0,2290.35,94.68,24.19,4184.0,1893.65,0.0
2026-27,1546,Site1,0.0,0.0,2290.35,90.17,25.4,4184.0,1893.65,0.0
2026-28,1546,Site1,0.0,0.0,2290.35,86.08,26.61,4184.0,1893.65,0.0
2026-29,1546,Site1,0.0,0.0,2290.35,82.33,27.82,4184.0,1893.65,0.0
2026-30,1546,Site1,0.0,0.0,2290.35,78.9,29.03,4184.0,1893.65,0.0
2026-31,1546,Site1,0.0,0.0,2290.35,75.75,30.24,4184.0,1893.65,0.0
2026-32,1546,Site1,0.0,0.0,2290.35,72.83,31.45,4184.0,1893.65,0.0
2026-33,1546,Site1,0.0,0.0,2290.35,70.14,32.65,4184.0,1893.65,0.0
2026-34,1546,Site1,0.0,0.0,2290.35,67.63,33.87,4184.0,1893.65,0.0
2026-35,1546,Site1,0.0,0.0,2290.35,65.3,35.07,4184.0,1893.65,0.0
2026-36,1546,Site1,0.0,0.0,2290.35,63.12,36.29,4184.0,1893.65,0.0
2026-37,1546,Site1,0.0,0.0,2290.35,61.09,37.49,4184.0,1893.65,0.0
2026-38,1546,Site1,0.0,0.0,2290.35,59.18,38.7,4184.0,1893.65,0.0
2026-39,1546,Site1,0.0,0.0,2290.35,57.38,39.92,4184.0,1893.65,0.0
2026-40,1546,Site1,0.0,0.0,2290.35,55.7,41.12,4184.0,1893.65,0.0
2026-41,1546,Site1,0.0,0.0,2290.35,54.1,42.34,4184.0,1893.65,0.0
2026-42,1546,Site1,0.0,0.0,2290.35,52.6,43.54,4184.0,1893.65,0.0
2026-43,1546,Site1,0.0,0.0,2290.35,51.18,44.75,4184.0,1893.65,0.0
2026-07,1559,Site3,250.0,0.0,5121.0,250.0,20.48,5371.0,250.0,0.0
2026-08,1559,Site3,250.0,0.0,4871.0,250.0,19.48,5371.0,500.0,0.0
2026-09,1559,Site3,250.0,0.0,4621.0,250.0,18.48,5371.0,750.0,0.0
2026-10,1559,Site3,250.0,0.0,4371.0,250.0,17.48,5371.0,1000.0,0.0
2026-11,1559,Site3,250.0,0.0,4121.0,250.0,16.48,5371.0,1250.0,0.0
2026-12,1559,Site3,250.0,0.0,3871.0,250.0,15.48,5371.0,1500.0,0.0
2026-13,1559,Site3,250.0,0.0,3621.0,250.0,14.48,5371.0,1750.0,0.0
2026-14,1559,Site3,250.0,0.0,3371.0,250.0,13.48,5371.0,2000.0,0.0
2026-15,1559,Site3,100.0,0.0,3271.0,233.33,14.02,5371.0,2100.0,0.0
2026-16,1559,Site3,80.0,0.0,3191.0,218.0,14.64,5371.0,2180.0,0.0
2026-17,1559,Site3,80.0,0.0,3111.0,205.45,15.14,5371.0,2260.0,0.0
2026-18,1559,Site3,80.0,0.0,3031.0,195.0,15.54,5371.0,2340.0,0.0
2026-19,1559,Site3,80.0,0.0,2951.0,186.15,15.85,5371.0,2420.0,0.0
2026-20,1559,Site3,100.0,0.0,2851.0,180.0,15.84,5371.0,2520.0,0.0
2026-21,1559,Site3,100.0,0.0,2751.0,174.67,15.75,5371.0,2620.0,0.0
2026-22,1559,Site3,100.0,0.0,2651.0,170.0,15.59,5371.0,2720.0,0.0
2026-23,1559,Site3,100.0,0.0,2551.0,165.88,15.38,5371.0,2820.0,0.0
2026-24,1559,Site3,100.0,0.0,2451.0,162.22,15.11,5371.0,2920.0,0.0
2026-25,1559,Site3,100.0,0.0,2351.0,158.95,14.79,5371.0,3020.0,0.0
2026-26,1559,Site3,100.0,0.0,2251.0,156.0,14.43,5371.0,3120.0,0.0
2026-27,1559,Site3,100.0,0.0,2151.0,153.33,14.03,5371.0,3220.0,0.0
2026-28,1559,Site3,100.0,0.0,2051.0,150.91,13.59,5371.0,3320.0,0.0
2026-29,1559,Site3,80.0,0.0,1971.0,147.83,13.33,5371.0,3400.0,0.0
2026-30,1559,Site3,80.0,0.0,1891.0,145.0,13.04,5371.0,3480.0,0.0
2026-31,1559,Site3,80.0,0.0,1811.0,142.4,12.72,5371.0,3560.0,0.0
2026-32,1559,Site3,80.0,0.0,1731.0,140.0,12.36,5371.0,3640.0,0.0
2026-33,1559,Site3,100.0,0.0,1631.0,138.52,11.77,5371.0,3740.0,0.0
2026-34,1559,Site3,100.0,0.0,1531.0,137.14,11.16,5371.0,3840.0,0.0
2026-35,1559,Site3,100.0,0.0,1431.0,135.86,10.53,5371.0,3940.0,0.0
2026-36,1559,Site3,100.0,0.0,1331.0,134.67,9.88,5371.0,4040.0,0.0
2026-37,1559,Site3,80.0,0.0,1251.0,132.9,9.41,5371.0,4120.0,0.0
2026-38,1559,Site3,80.0,0.0,1171.0,131.25,8.92,5371.0,4200.0,0.0
2026-39,1559,Site3,80.0,0.0,1091.0,129.7,8.41,5371.0,4280.0,0.0
2026-40,1559,Site3,80.0,0.0,1011.0,128.24,7.88,5371.0,4360.0,0.0
2026-41,1559,Site3,80.0,0.0,931.0,126.86,7.34,5371.0,4440.0,0.0
2026-42,1559,Site3,100.0,0.0,831.0,126.11,6.59,5371.0,4540.0,0.0
2026-43,1559,Site3,100.0,0.0,731.0,125.41,5.83,5371.0,4640.0,0.0
2026-07,1564,Site3,430.0,0.0,7816.0,430.0,18.18,8246.0,430.0,0.0
2026-08,1564,Site3,430.0,0.0,7386.0,430.0,17.18,8246.0,860.0,0.0
2026-09,1564,Site3,430.0,0.0,6956.0,430.0,16.18,8246.0,1290.0,0.0
2026-10,1564,Site3,430.0,0.0,6526.0,430.0,15.18,8246.0,1720.0,0.0
2026-11,1564,Site3,430.0,0.0,6096.0,430.0,14.18,8246.0,2150.0,0.0
2026-12,1564,Site3,430.0,0.0,5666.0,430.0,13.18,8246.0,2580.0,0.0
2026-13,1564,Site3,430.0,0.0,5236.0,430.0,12.18,8246.0,3010.0,0.0
2026-14,1564,Site3,430.0,0.0,4806.0,430.0,11.18,8246.0,3440.0,0.0
2026-15,1564,Site3,180.0,0.0,4626.0,402.22,11.5,8246.0,3620.0,0.0
2026-16,1564,Site3,144.0,0.0,4482.0,376.4,11.91,8246.0,3764.0,0.0
2026-17,1564,Site3,144.0,0.0,4338.0,355.27,12.21,8246.0,3908.0,0.0
2026-18,1564,Site3,144.0,0.0,4194.0,337.67,12.42,8246.0,4052.0,0.0
2026-19,1564,Site3,144.0,0.0,4050.0,322.77,12.55,8246.0,4196.0,0.0
2026-20,1564,Site3,80.0,0.0,3970.0,305.43,13.0,8246.0,4276.0,0.0
2026-21,1564,Site3,80.0,0.0,3890.0,290.4,13.4,8246.0,4356.0,0.0
2026-22,1564,Site3,80.0,0.0,3810.0,277.25,13.74,8246.0,4436.0,0.0
2026-23,1564,Site3,80.0,0.0,3730.0,265.65,14.04,8246.0,4516.0,0.0
2026-24,1564,Site3,180.0,0.0,3550.0,260.89,13.61,8246.0,4696.0,0.0
2026-25,1564,Site3,180.0,0.0,3370.0,256.63,13.13,8246.0,4876.0,0.0
2026-26,1564,Site3,180.0,0.0,3190.0,252.8,12.62,8246.0,5056.0,0.0
2026-27,1564,Site3,180.0,0.0,3010.0,249.33,12.07,8246.0,5236.0,0.0
2026-28,1564,Site3,180.0,0.0,2830.0,246.18,11.5,8246.0,5416.0,0.0
2026-29,1564,Site3,144.0,0.0,2686.0,241.74,11.11,8246.0,5560.0,0.0
2026-30,1564,Site3,144.0,0.0,2542.0,237.67,10.7,8246.0,5704.0,0.0
2026-31,1564,Site3,144.0,0.0,2398.0,233.92,10.25,8246.0,5848.0,0.0
2026-32,1564,Site3,144.0,0.0,2254.0,230.46,9.78,8246.0,5992.0,0.0
2026-33,1564,Site3,180.0,0.0,2074.0,228.59,9.07,8246.0,6172.0,0.0
2026-34,1564,Site3,180.0,0.0,1894.0,226.86,8.35,8246.0,6352.0,0.0
2026-35,1564,Site3,180.0,0.0,1714.0,225.24,7.61,8246.0,6532.0,0.0
2026-36,1564,Site3,180.0,0.0,1534.0,223.73,6.86,8246.0,6712.0,0.0
2026-37,1564,Site3,64.0,0.0,1470.0,218.58,6.73,8246.0,6776.0,0.0
2026-38,1564,Site3,64.0,0.0,1406.0,213.75,6.58,8246.0,6840.0,0.0
2026-39,1564,Site3,64.0,0.0,1342.0,209.21,6.41,8246.0,6904.0,0.0
2026-40,1564,Site3,64.0,0.0,1278.0,204.94,6.24,8246.0,6968.0,0.0
2026-41,1564,Site3,64.0,0.0,1214.0,200.91,6.04,8246.0,7032.0,0.0
2026-42,1564,Site3,180.0,0.0,1034.0,200.33,5.16,8246.0,7212.0,0.0
2026-43,1564,Site3,180.0,0.0,854.0,199.78,4.27,8246.0,7392.0,0.0
2026-07,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-08,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-09,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-10,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-11,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-12,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-13,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-14,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-15,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-16,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-17,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-18,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-19,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-20,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-21,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-22,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-23,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-24,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-25,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-26,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-27,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-28,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-29,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-30,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-31,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-32,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-33,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-34,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-35,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-36,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-37,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-38,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-39,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-40,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-41,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-42,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-43,1565,Site3,0.0,0.0,15.61,0.0,,15.61,0.0,0.0
2026-07,1569,Site1,382.75,0.0,2601.1,382.75,6.8,2983.85,382.75,0.0
2026-08,1569,Site1,382.75,0.0,2218.35,382.75,5.8,2983.85,765.5,0.0
2026-09,1569,Site1,382.75,0.0,1835.6,382.75,4.8,2983.85,1148.25,0.0
2026-10,1569,Site1,444.75,0.0,1390.85,398.25,3.49,2983.85,1593.0,0.0
2026-11,1569,Site1,444.75,0.0,946.1,407.55,2.32,2983.85,2037.75,0.0
2026-12,1569,Site1,444.75,0.0,501.35,413.75,1.21,2983.85,2482.5,0.0
2026-13,1569,Site1,444.75,0.0,56.6,418.18,0.14,2983.85,2927.25,0.0
2026-14,1569,Site1,444.75,5400.0,5011.85,421.5,11.89,2983.85,3372.0,5400.0
2026-15,1569,Site1,357.2,0.0,4654.65,414.36,11.23,2983.85,3729.2,5400.0
2026-16,1569,Site1,357.2,0.0,4297.45,408.64,10.52,2983.85,4086.4,5400.0
2026-17,1569,Site1,357.2,0.0,3940.25,403.96,9.75,2983.85,4443.6,5400.0
2026-18,1569,Site1,357.2,0.0,3583.05,400.07,8.96,2983.85,4800.8,5400.0
2026-19,1569,Site1,468.25,0.0,3114.8,405.31,7.68,2983.85,5269.05,5400.0
2026-20,1569,Site1,468.25,3400.0,6046.55,409.81,14.75,2983.85,5737.3,8800.0
2026-21,1569,Site1,468.25,0.0,5578.3,413.7,13.48,2983.85,6205.55,8800.0
2026-22,1569,Site1,468.25,0.0,5110.05,417.11,12.25,2983.85,6673.8,8800.0
2026-23,1569,Site1,496.0,0.0,4614.05,421.75,10.94,2983.85,7169.8,8800.0
2026-24,1569,Site1,496.0,0.0,4118.05,425.88,9.67,2983.85,7665.8,8800.0
2026-25,1569,Site1,496.0,0.0,3622.05,429.57,8.43,2983.85,8161.8,8800.0
2026-26,1569,Site1,496.0,0.0,3126.05,432.89,7.22,2983.85,8657.8,8800.0
2026-27,1569,Site1,496.0,0.0,2630.05,435.9,6.03,2983.85,9153.8,8800.0
2026-28,1569,Site1,398.2,0.0,2231.85,434.18,5.14,2983.85,9552.0,8800.0
2026-29,1569,Site1,398.2,0.0,1833.65,432.62,4.24,2983.85,9950.2,8800.0
2026-30,1569,Site1,398.2,0.0,1435.45,431.18,3.33,2983.85,10348.4,8800.0
2026-31,1569,Site1,398.2,0.0,1037.25,429.86,2.41,2983.85,10746.6,8800.0
2026-32,1569,Site1,492.0,0.0,545.25,432.25,1.26,2983.85,11238.6,8800.0
2026-33,1569,Site1,492.0,0.0,53.25,434.47,0.12,2983.85,11730.6,8800.0
2026-34,1569,Site1,492.0,0.0,-438.75,436.52,-1.01,2983.85,12222.6,8800.0
2026-35,1569,Site1,492.0,0.0,-930.75,438.43,-2.12,2983.85,12714.6,8800.0
2026-36,1569,Site1,492.0,0.0,-1422.75,440.22,-3.23,2983.85,13206.6,8800.0
2026-37,1569,Site1,361.0,0.0,-1783.75,437.66,-4.08,2983.85,13567.6,8800.0
2026-38,1569,Site1,361.0,0.0,-2144.75,435.27,-4.93,2983.85,13928.6,8800.0
2026-39,1569,Site1,361.0,0.0,-2505.75,433.02,-5.79,2983.85,14289.6,8800.0
2026-40,1569,Site1,361.0,0.0,-2866.75,430.9,-6.65,2983.85,14650.6,8800.0
2026-41,1569,Site1,503.0,0.0,-3369.75,432.96,-7.78,2983.85,15153.6,8800.0
2026-42,1569,Site1,503.0,0.0,-3872.75,434.91,-8.9,2983.85,15656.6,8800.0
2026-43,1569,Site1,503.0,0.0,-4375.75,436.75,-10.02,2983.85,16159.6,8800.0
2026-07,1570,Site1,220.75,0.0,1168.25,220.75,5.29,1389.0,220.75,0.0
2026-08,1570,Site1,220.75,0.0,947.5,220.75,4.29,1389.0,441.5,0.0
2026-09,1570,Site1,220.75,0.0,726.75,220.75,3.29,1389.0,662.25,0.0
2026-10,1570,Site1,222.0,1000.0,1504.75,221.06,6.81,1389.0,884.25,1000.0
2026-11,1570,Site1,222.0,0.0,1282.75,221.25,5.8,1389.0,1106.25,1000.0
2026-12,1570,Site1,222.0,0.0,1060.75,221.38,4.79,1389.0,1328.25,1000.0
2026-13,1570,Site1,222.0,0.0,838.75,221.46,3.79,1389.0,1550.25,1000.0
2026-14,1570,Site1,222.0,0.0,616.75,221.53,2.78,1389.0,1772.25,1000.0
2026-15,1570,Site1,178.8,0.0,437.95,216.78,2.02,1389.0,1951.05,1000.0
2026-16,1570,Site1,178.8,0.0,259.15,212.98,1.22,1389.0,2129.85,1000.0
2026-17,1570,Site1,178.8,2700.0,2780.35,209.88,13.25,1389.0,2308.65,3700.0
2026-18,1570,Site1,178.8,0.0,2601.55,207.29,12.55,1389.0,2487.45,3700.0
2026-19,1570,Site1,206.0,0.0,2395.55,207.19,11.56,1389.0,2693.45,3700.0
2026-20,1570,Site1,206.0,1940.0,4129.55,207.1,19.94,1389.0,2899.45,5640.0
2026-21,1570,Site1,206.0,0.0,3923.55,207.03,18.95,1389.0,3105.45,5640.0
2026-22,1570,Site1,206.0,0.0,3717.55,206.97,17.96,1389.0,3311.45,5640.0
2026-23,1570,Site1,226.0,0.0,3491.55,208.09,16.78,1389.0,3537.45,5640.0
